age,job,education,channel,month,day_of_week,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,converted,vendor,lead_id,cost_per_lead,revenue_if_converted,revenue_realized
26,student,high.school,inbound,mar,fri,215,-1.8,93.369,-34.8,0.649,5008.7,1,Vendor E - Fieldstone List,139258,9.75,640,640
27,services,university.degree,inbound,mar,fri,212,-1.8,93.369,-34.8,0.649,5008.7,1,Vendor F - Summit Outreach,139259,27.25,640,640
27,services,university.degree,inbound,mar,fri,229,-1.8,93.369,-34.8,0.649,5008.7,1,Vendor F - Summit Outreach,139260,27.25,640,640
80,retired,basic.4y,inbound,mar,fri,213,-1.8,93.369,-34.8,0.649,5008.7,1,Vendor C - Apex Data Group,139261,12.0,640,640
62,technician,unknown,inbound,mar,mon,104,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor D - Northbridge Mktg,139262,46.5,640,640
58,retired,university.degree,inbound,mar,mon,144,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor E - Fieldstone List,139263,9.75,640,0
73,retired,basic.4y,inbound,mar,mon,209,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor F - Summit Outreach,139264,27.25,640,0
53,technician,professional.course,inbound,mar,mon,261,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor B - Coastal Direct,139265,34.0,640,0
30,management,university.degree,inbound,mar,mon,106,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor F - Summit Outreach,139266,27.25,640,0
29,admin.,high.school,inbound,mar,mon,257,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor F - Summit Outreach,139267,27.25,640,640
62,technician,unknown,inbound,mar,mon,192,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor D - Northbridge Mktg,139268,46.5,640,640
48,unemployed,university.degree,inbound,mar,mon,151,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor D - Northbridge Mktg,139269,46.5,640,0
53,technician,professional.course,outbound,mar,mon,247,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor B - Coastal Direct,139270,34.0,640,0
53,technician,professional.course,inbound,mar,mon,109,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor B - Coastal Direct,139271,34.0,640,0
33,admin.,university.degree,inbound,mar,mon,427,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor A - Meridian Leads,139272,18.5,640,640
58,admin.,university.degree,inbound,mar,mon,549,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor D - Northbridge Mktg,139273,46.5,640,0
62,technician,unknown,inbound,mar,mon,435,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor D - Northbridge Mktg,139274,46.5,640,0
82,retired,professional.course,outbound,mar,mon,506,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor F - Summit Outreach,139275,27.25,640,640
29,admin.,university.degree,inbound,mar,mon,287,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor F - Summit Outreach,139276,27.25,640,0
31,admin.,professional.course,inbound,mar,mon,161,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor D - Northbridge Mktg,139277,46.5,640,640
62,technician,unknown,inbound,mar,mon,105,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor D - Northbridge Mktg,139278,46.5,640,0
30,self-employed,university.degree,outbound,mar,mon,577,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor D - Northbridge Mktg,139279,46.5,640,640
30,unemployed,professional.course,inbound,mar,mon,341,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor A - Meridian Leads,139280,18.5,640,0
34,technician,professional.course,outbound,mar,mon,300,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor C - Apex Data Group,139281,12.0,640,640
48,unemployed,university.degree,inbound,mar,mon,195,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor D - Northbridge Mktg,139282,46.5,640,0
29,admin.,university.degree,inbound,mar,mon,361,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor F - Summit Outreach,139283,27.25,640,640
34,technician,professional.course,outbound,mar,mon,129,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor C - Apex Data Group,139284,12.0,640,0
65,retired,basic.4y,inbound,mar,tue,189,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor B - Coastal Direct,139285,34.0,640,0
31,unemployed,university.degree,inbound,mar,tue,180,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor F - Summit Outreach,139286,27.25,640,640
47,self-employed,university.degree,inbound,mar,tue,261,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor C - Apex Data Group,139287,12.0,640,640
48,unemployed,university.degree,inbound,mar,tue,279,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor D - Northbridge Mktg,139288,46.5,640,640
33,technician,professional.course,inbound,mar,tue,459,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor C - Apex Data Group,139289,12.0,640,640
52,admin.,university.degree,outbound,mar,tue,294,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor E - Fieldstone List,139290,9.75,640,0
46,unemployed,university.degree,inbound,mar,tue,263,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor A - Meridian Leads,139291,18.5,640,640
31,admin.,university.degree,outbound,mar,tue,295,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor D - Northbridge Mktg,139292,46.5,640,640
33,technician,professional.course,outbound,mar,tue,244,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor B - Coastal Direct,139293,34.0,640,0
27,services,high.school,inbound,mar,tue,384,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor F - Summit Outreach,139294,27.25,640,0
52,admin.,university.degree,inbound,mar,tue,231,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor C - Apex Data Group,139295,12.0,640,640
66,retired,high.school,inbound,mar,tue,618,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor F - Summit Outreach,139296,27.25,640,0
30,technician,university.degree,inbound,mar,tue,272,-1.8,93.369,-34.8,0.646,5008.7,0,Vendor D - Northbridge Mktg,139297,46.5,640,0
66,retired,high.school,inbound,mar,tue,881,-1.8,93.369,-34.8,0.646,5008.7,1,Vendor F - Summit Outreach,139298,27.25,640,640
23,student,high.school,inbound,mar,wed,128,-1.8,93.369,-34.8,0.644,5008.7,1,Vendor B - Coastal Direct,139299,34.0,640,640
33,self-employed,university.degree,inbound,mar,wed,184,-1.8,93.369,-34.8,0.644,5008.7,0,Vendor F - Summit Outreach,139300,27.25,640,0
37,technician,professional.course,inbound,mar,wed,395,-1.8,93.369,-34.8,0.644,5008.7,0,Vendor D - Northbridge Mktg,139301,46.5,640,0
56,retired,basic.4y,inbound,mar,wed,181,-1.8,93.369,-34.8,0.644,5008.7,0,Vendor E - Fieldstone List,139302,9.75,640,0
59,admin.,university.degree,outbound,mar,wed,133,-1.8,93.369,-34.8,0.644,5008.7,0,Vendor E - Fieldstone List,139303,9.75,640,0
52,technician,basic.9y,inbound,mar,wed,272,-1.8,93.369,-34.8,0.644,5008.7,1,Vendor B - Coastal Direct,139304,34.0,640,640
53,blue-collar,basic.9y,inbound,mar,thu,362,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor F - Summit Outreach,139305,27.25,640,640
53,technician,unknown,inbound,mar,thu,93,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor B - Coastal Direct,139306,34.0,640,0
26,admin.,unknown,inbound,mar,thu,359,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor A - Meridian Leads,139307,18.5,640,0
28,admin.,university.degree,inbound,mar,thu,370,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor E - Fieldstone List,139308,9.75,640,0
28,admin.,university.degree,inbound,mar,thu,237,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor E - Fieldstone List,139309,9.75,640,640
28,admin.,university.degree,inbound,mar,thu,125,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor E - Fieldstone List,139310,9.75,640,0
47,services,unknown,inbound,mar,thu,394,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor D - Northbridge Mktg,139311,46.5,640,0
38,admin.,university.degree,inbound,mar,thu,420,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor D - Northbridge Mktg,139312,46.5,640,640
43,admin.,high.school,inbound,mar,thu,265,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor C - Apex Data Group,139313,12.0,640,640
34,admin.,university.degree,inbound,mar,thu,910,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor E - Fieldstone List,139314,9.75,640,640
29,technician,professional.course,inbound,mar,thu,467,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor A - Meridian Leads,139315,18.5,640,640
24,technician,professional.course,outbound,mar,thu,165,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor A - Meridian Leads,139316,18.5,640,0
50,management,university.degree,inbound,mar,thu,245,-1.8,93.369,-34.8,0.643,5008.7,0,Vendor C - Apex Data Group,139317,12.0,640,0
39,admin.,professional.course,inbound,mar,thu,593,-1.8,93.369,-34.8,0.643,5008.7,1,Vendor B - Coastal Direct,139318,34.0,640,640
75,retired,basic.9y,inbound,mar,mon,293,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor A - Meridian Leads,139319,18.5,640,640
59,unemployed,basic.9y,inbound,mar,mon,254,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor B - Coastal Direct,139320,34.0,640,640
27,admin.,unknown,inbound,mar,mon,247,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor D - Northbridge Mktg,139321,46.5,640,640
30,technician,university.degree,inbound,mar,mon,977,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor D - Northbridge Mktg,139322,46.5,640,640
30,technician,university.degree,inbound,mar,mon,173,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor D - Northbridge Mktg,139323,46.5,640,640
29,admin.,university.degree,inbound,mar,mon,215,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor F - Summit Outreach,139324,27.25,640,640
38,student,unknown,inbound,mar,mon,248,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor C - Apex Data Group,139325,12.0,640,640
38,student,unknown,inbound,mar,mon,344,-1.8,93.369,-34.8,0.639,5008.7,0,Vendor C - Apex Data Group,139326,12.0,640,0
38,student,unknown,inbound,mar,mon,516,-1.8,93.369,-34.8,0.639,5008.7,0,Vendor C - Apex Data Group,139327,12.0,640,0
39,technician,high.school,inbound,mar,mon,222,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor D - Northbridge Mktg,139328,46.5,640,640
39,technician,high.school,inbound,mar,mon,174,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor D - Northbridge Mktg,139329,46.5,640,640
36,blue-collar,high.school,inbound,mar,mon,96,-1.8,93.369,-34.8,0.639,5008.7,0,Vendor D - Northbridge Mktg,139330,46.5,640,0
70,retired,unknown,outbound,mar,mon,174,-1.8,93.369,-34.8,0.639,5008.7,0,Vendor A - Meridian Leads,139331,18.5,640,0
75,retired,basic.9y,inbound,mar,mon,153,-1.8,93.369,-34.8,0.639,5008.7,0,Vendor A - Meridian Leads,139332,18.5,640,0
27,admin.,unknown,inbound,mar,mon,291,-1.8,93.369,-34.8,0.639,5008.7,1,Vendor D - Northbridge Mktg,139333,46.5,640,640
30,student,unknown,outbound,mar,tue,255,-1.8,93.369,-34.8,0.637,5008.7,1,Vendor C - Apex Data Group,139334,12.0,640,640
37,blue-collar,basic.9y,inbound,mar,tue,158,-1.8,93.369,-34.8,0.637,5008.7,0,Vendor B - Coastal Direct,139335,34.0,640,0
30,student,unknown,inbound,mar,tue,136,-1.8,93.369,-34.8,0.637,5008.7,1,Vendor E - Fieldstone List,139336,9.75,640,640
27,admin.,university.degree,inbound,mar,tue,273,-1.8,93.369,-34.8,0.637,5008.7,1,Vendor D - Northbridge Mktg,139337,46.5,640,640
27,admin.,unknown,inbound,mar,tue,128,-1.8,93.369,-34.8,0.637,5008.7,1,Vendor D - Northbridge Mktg,139338,46.5,640,640
27,admin.,university.degree,inbound,mar,tue,191,-1.8,93.369,-34.8,0.637,5008.7,1,Vendor D - Northbridge Mktg,139339,46.5,640,640
30,student,unknown,inbound,mar,thu,101,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor E - Fieldstone List,139340,9.75,640,640
30,student,unknown,inbound,mar,thu,292,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor E - Fieldstone List,139341,9.75,640,640
80,retired,basic.4y,inbound,mar,thu,156,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor C - Apex Data Group,139342,12.0,640,640
28,blue-collar,high.school,inbound,mar,thu,247,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139343,46.5,640,0
41,technician,university.degree,inbound,mar,thu,187,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor B - Coastal Direct,139344,34.0,640,640
33,admin.,unknown,inbound,mar,thu,196,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor A - Meridian Leads,139345,18.5,640,0
28,admin.,university.degree,inbound,mar,thu,189,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor E - Fieldstone List,139346,9.75,640,0
36,admin.,unknown,inbound,mar,thu,231,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139347,46.5,640,0
78,retired,unknown,inbound,mar,thu,272,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor E - Fieldstone List,139348,9.75,640,640
66,housemaid,basic.4y,inbound,mar,thu,201,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor A - Meridian Leads,139349,18.5,640,640
34,blue-collar,unknown,inbound,mar,fri,98,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor E - Fieldstone List,139350,9.75,640,0
57,blue-collar,basic.9y,inbound,mar,fri,94,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor A - Meridian Leads,139351,18.5,640,0
65,housemaid,basic.4y,inbound,mar,fri,288,-1.8,93.369,-34.8,0.636,5008.7,1,Vendor A - Meridian Leads,139352,18.5,640,640
33,services,high.school,inbound,mar,fri,128,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor F - Summit Outreach,139353,27.25,640,0
59,services,high.school,inbound,mar,fri,169,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor D - Northbridge Mktg,139354,46.5,640,0
34,blue-collar,unknown,inbound,mar,fri,360,-1.8,93.369,-34.8,0.636,5008.7,1,Vendor E - Fieldstone List,139355,9.75,640,640
26,admin.,high.school,inbound,mar,fri,454,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor A - Meridian Leads,139356,18.5,640,0
27,self-employed,university.degree,inbound,mar,fri,281,-1.8,93.369,-34.8,0.636,5008.7,1,Vendor D - Northbridge Mktg,139357,46.5,640,640
26,admin.,university.degree,inbound,mar,fri,81,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor A - Meridian Leads,139358,18.5,640,0
34,admin.,high.school,inbound,mar,fri,156,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor E - Fieldstone List,139359,9.75,640,0
78,retired,basic.4y,outbound,mar,fri,139,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor A - Meridian Leads,139360,18.5,640,0
28,admin.,university.degree,inbound,mar,fri,157,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor E - Fieldstone List,139361,9.75,640,0
51,admin.,university.degree,inbound,mar,fri,201,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor D - Northbridge Mktg,139362,46.5,640,0
57,blue-collar,basic.9y,inbound,mar,fri,698,-1.8,93.369,-34.8,0.636,5008.7,0,Vendor A - Meridian Leads,139363,18.5,640,0
58,services,high.school,inbound,mar,mon,92,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor D - Northbridge Mktg,139364,46.5,640,640
58,services,high.school,inbound,mar,mon,198,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139365,46.5,640,0
58,services,high.school,inbound,mar,mon,88,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139366,46.5,640,0
58,services,high.school,inbound,mar,mon,164,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139367,46.5,640,0
58,services,high.school,inbound,mar,mon,135,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139368,46.5,640,0
36,admin.,university.degree,inbound,mar,mon,231,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139369,46.5,640,0
57,management,university.degree,inbound,mar,mon,341,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor B - Coastal Direct,139370,34.0,640,640
62,blue-collar,unknown,inbound,mar,mon,515,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor E - Fieldstone List,139371,9.75,640,0
58,services,high.school,inbound,mar,mon,317,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139372,46.5,640,0
20,services,unknown,inbound,mar,mon,150,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor B - Coastal Direct,139373,34.0,640,0
58,services,high.school,outbound,mar,mon,113,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor F - Summit Outreach,139374,27.25,640,0
35,blue-collar,basic.4y,outbound,mar,mon,433,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor A - Meridian Leads,139375,18.5,640,640
49,technician,professional.course,inbound,mar,tue,361,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor E - Fieldstone List,139376,9.75,640,0
86,retired,basic.4y,inbound,mar,tue,186,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139377,46.5,640,0
68,retired,basic.4y,inbound,mar,tue,277,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor A - Meridian Leads,139378,18.5,640,640
59,admin.,university.degree,inbound,mar,tue,236,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor F - Summit Outreach,139379,27.25,640,640
27,admin.,university.degree,inbound,mar,tue,359,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor D - Northbridge Mktg,139380,46.5,640,640
47,self-employed,professional.course,outbound,mar,tue,110,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor E - Fieldstone List,139381,9.75,640,640
34,management,university.degree,inbound,mar,tue,57,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor B - Coastal Direct,139382,34.0,640,0
27,admin.,university.degree,inbound,mar,tue,371,-1.8,93.369,-34.8,0.635,5008.7,0,Vendor D - Northbridge Mktg,139383,46.5,640,0
27,admin.,university.degree,inbound,mar,tue,238,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor D - Northbridge Mktg,139384,46.5,640,640
49,technician,professional.course,inbound,mar,tue,236,-1.8,93.369,-34.8,0.635,5008.7,1,Vendor E - Fieldstone List,139385,9.75,640,640
64,retired,basic.4y,inbound,mar,wed,262,-1.8,93.369,-34.8,0.634,5008.7,1,Vendor B - Coastal Direct,139386,34.0,640,640
56,unemployed,basic.4y,inbound,mar,wed,577,-1.8,93.369,-34.8,0.634,5008.7,1,Vendor B - Coastal Direct,139387,34.0,640,640
56,unemployed,basic.4y,inbound,mar,wed,170,-1.8,93.369,-34.8,0.634,5008.7,1,Vendor B - Coastal Direct,139388,34.0,640,640
56,admin.,university.degree,inbound,mar,wed,193,-1.8,93.369,-34.8,0.634,5008.7,1,Vendor A - Meridian Leads,139389,18.5,640,640
56,admin.,university.degree,inbound,mar,wed,175,-1.8,93.369,-34.8,0.634,5008.7,1,Vendor A - Meridian Leads,139390,18.5,640,640
56,admin.,university.degree,inbound,mar,wed,382,-1.8,93.369,-34.8,0.634,5008.7,0,Vendor A - Meridian Leads,139391,18.5,640,0
27,admin.,university.degree,inbound,mar,wed,210,-1.8,93.369,-34.8,0.634,5008.7,1,Vendor D - Northbridge Mktg,139392,46.5,640,640
32,management,university.degree,outbound,mar,wed,30,-1.8,93.369,-34.8,0.634,5008.7,0,Vendor A - Meridian Leads,139393,18.5,640,0
60,housemaid,basic.4y,inbound,apr,thu,149,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor C - Apex Data Group,139394,12.0,640,640
56,admin.,university.degree,inbound,apr,thu,158,-1.8,93.749,-34.6,0.635,5008.7,0,Vendor A - Meridian Leads,139395,18.5,640,0
33,admin.,university.degree,inbound,apr,thu,280,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor A - Meridian Leads,139396,18.5,640,640
27,student,unknown,outbound,apr,thu,390,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor E - Fieldstone List,139397,9.75,640,640
41,admin.,high.school,outbound,apr,thu,558,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor E - Fieldstone List,139398,9.75,640,640
27,student,unknown,inbound,apr,thu,176,-1.8,93.749,-34.6,0.635,5008.7,0,Vendor C - Apex Data Group,139399,12.0,640,0
35,admin.,high.school,outbound,apr,thu,216,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor F - Summit Outreach,139400,27.25,640,640
27,student,unknown,inbound,apr,thu,263,-1.8,93.749,-34.6,0.635,5008.7,0,Vendor C - Apex Data Group,139401,12.0,640,0
84,retired,basic.4y,inbound,apr,thu,220,-1.8,93.749,-34.6,0.635,5008.7,0,Vendor D - Northbridge Mktg,139402,46.5,640,0
32,admin.,university.degree,inbound,apr,thu,358,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor C - Apex Data Group,139403,12.0,640,640
35,admin.,high.school,outbound,apr,thu,111,-1.8,93.749,-34.6,0.635,5008.7,1,Vendor F - Summit Outreach,139404,27.25,640,640
33,admin.,university.degree,inbound,apr,tue,179,-1.8,93.749,-34.6,0.638,5008.7,1,Vendor A - Meridian Leads,139405,18.5,640,640
27,technician,professional.course,inbound,apr,tue,127,-1.8,93.749,-34.6,0.638,5008.7,0,Vendor A - Meridian Leads,139406,18.5,640,0
46,technician,professional.course,inbound,apr,tue,189,-1.8,93.749,-34.6,0.638,5008.7,1,Vendor B - Coastal Direct,139407,34.0,640,640
27,admin.,university.degree,inbound,apr,tue,317,-1.8,93.749,-34.6,0.638,5008.7,1,Vendor D - Northbridge Mktg,139408,46.5,640,640
61,admin.,high.school,inbound,apr,tue,196,-1.8,93.749,-34.6,0.638,5008.7,1,Vendor F - Summit Outreach,139409,27.25,640,640
76,retired,basic.4y,inbound,apr,tue,122,-1.8,93.749,-34.6,0.638,5008.7,0,Vendor B - Coastal Direct,139410,34.0,640,0
82,housemaid,basic.4y,inbound,apr,tue,139,-1.8,93.749,-34.6,0.638,5008.7,1,Vendor D - Northbridge Mktg,139411,46.5,640,640
58,retired,basic.4y,inbound,apr,wed,1307,-1.8,93.749,-34.6,0.639,5008.7,1,Vendor E - Fieldstone List,139412,9.75,640,640
39,technician,professional.course,inbound,apr,thu,208,-1.8,93.749,-34.6,0.64,5008.7,0,Vendor D - Northbridge Mktg,139413,46.5,640,0
53,management,university.degree,inbound,apr,thu,222,-1.8,93.749,-34.6,0.64,5008.7,1,Vendor C - Apex Data Group,139414,12.0,640,640
75,retired,unknown,inbound,apr,thu,237,-1.8,93.749,-34.6,0.64,5008.7,0,Vendor A - Meridian Leads,139415,18.5,640,0
53,management,university.degree,inbound,apr,thu,126,-1.8,93.749,-34.6,0.64,5008.7,0,Vendor C - Apex Data Group,139416,12.0,640,0
53,management,university.degree,inbound,apr,thu,198,-1.8,93.749,-34.6,0.64,5008.7,0,Vendor C - Apex Data Group,139417,12.0,640,0
58,housemaid,professional.course,inbound,apr,thu,335,-1.8,93.749,-34.6,0.64,5008.7,1,Vendor D - Northbridge Mktg,139418,46.5,640,640
26,unemployed,university.degree,inbound,apr,thu,618,-1.8,93.749,-34.6,0.64,5008.7,1,Vendor C - Apex Data Group,139419,12.0,640,640
71,retired,professional.course,inbound,apr,thu,559,-1.8,93.749,-34.6,0.64,5008.7,1,Vendor F - Summit Outreach,139420,27.25,640,640
53,technician,university.degree,inbound,apr,thu,758,-1.8,93.749,-34.6,0.64,5008.7,1,Vendor B - Coastal Direct,139421,34.0,640,640
71,retired,professional.course,inbound,apr,thu,236,-1.8,93.749,-34.6,0.64,5008.7,0,Vendor F - Summit Outreach,139422,27.25,640,0
37,technician,professional.course,outbound,apr,mon,481,-1.8,93.749,-34.6,0.642,5008.7,1,Vendor B - Coastal Direct,139423,34.0,640,640
54,admin.,high.school,inbound,apr,mon,158,-1.8,93.749,-34.6,0.642,5008.7,1,Vendor E - Fieldstone List,139424,9.75,640,640
37,management,university.degree,inbound,apr,mon,161,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor F - Summit Outreach,139425,27.25,640,0
35,admin.,university.degree,inbound,apr,mon,337,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor C - Apex Data Group,139426,12.0,640,0
33,admin.,university.degree,inbound,apr,mon,169,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor A - Meridian Leads,139427,18.5,640,0
58,housemaid,professional.course,inbound,apr,mon,284,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor D - Northbridge Mktg,139428,46.5,640,0
62,entrepreneur,basic.9y,inbound,apr,mon,366,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor F - Summit Outreach,139429,27.25,640,0
58,housemaid,professional.course,inbound,apr,mon,158,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor D - Northbridge Mktg,139430,46.5,640,0
33,admin.,university.degree,inbound,apr,mon,339,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor A - Meridian Leads,139431,18.5,640,0
48,admin.,professional.course,inbound,apr,mon,333,-1.8,93.749,-34.6,0.642,5008.7,1,Vendor F - Summit Outreach,139432,27.25,640,640
49,admin.,high.school,inbound,apr,mon,119,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor F - Summit Outreach,139433,27.25,640,0
42,housemaid,basic.4y,outbound,apr,mon,271,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor A - Meridian Leads,139434,18.5,640,0
33,admin.,university.degree,inbound,apr,mon,143,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor A - Meridian Leads,139435,18.5,640,0
58,housemaid,professional.course,inbound,apr,mon,147,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor D - Northbridge Mktg,139436,46.5,640,0
56,technician,high.school,inbound,apr,mon,119,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor B - Coastal Direct,139437,34.0,640,0
59,blue-collar,basic.4y,inbound,apr,mon,1397,-1.8,93.749,-34.6,0.642,5008.7,1,Vendor F - Summit Outreach,139438,27.25,640,640
33,admin.,university.degree,inbound,apr,mon,143,-1.8,93.749,-34.6,0.642,5008.7,0,Vendor A - Meridian Leads,139439,18.5,640,0
35,admin.,university.degree,inbound,apr,mon,176,-1.8,93.749,-34.6,0.642,5008.7,1,Vendor C - Apex Data Group,139440,12.0,640,640
63,technician,high.school,inbound,apr,mon,176,-1.8,93.749,-34.6,0.642,5008.7,1,Vendor D - Northbridge Mktg,139441,46.5,640,640
33,management,university.degree,inbound,apr,tue,113,-1.8,93.749,-34.6,0.644,5008.7,0,Vendor E - Fieldstone List,139442,9.75,640,0
26,admin.,university.degree,inbound,apr,tue,295,-1.8,93.749,-34.6,0.644,5008.7,1,Vendor A - Meridian Leads,139443,18.5,640,640
80,housemaid,basic.4y,inbound,apr,tue,232,-1.8,93.749,-34.6,0.644,5008.7,1,Vendor C - Apex Data Group,139444,12.0,640,640
49,admin.,university.degree,inbound,apr,tue,218,-1.8,93.749,-34.6,0.644,5008.7,1,Vendor F - Summit Outreach,139445,27.25,640,640
20,student,basic.4y,inbound,apr,tue,240,-1.8,93.749,-34.6,0.644,5008.7,1,Vendor D - Northbridge Mktg,139446,46.5,640,640
20,student,basic.4y,inbound,apr,tue,278,-1.8,93.749,-34.6,0.644,5008.7,1,Vendor D - Northbridge Mktg,139447,46.5,640,640
